trans_id,lang,translation
שדרות דוד בן גוריון/דרך אליהו נאוי,EN,David Ben Gurion BLVD/Eliyahu Nawi
שדרות דוד בן גוריון/דרך השלום,EN,David Ben Gurion BLVD/Derech HaShalom
שדרות דוד בן גוריון/האורגים,EN,David Ben Gurion BLVD/Ha'Orgim
שדרות דוד בן גוריון/הדרור,EN,David Ben Gurion Boulevard/HaDror
שדרות דוד בן גוריון/יהושע הצורף,EN,David Ben Gurion BLVD/Yehoshua HaTsoref
שדרות דוד בן גוריון/יעקב גרשפלד,EN,David Ben Gurion BLVD/Ya'akov Gershfeld
שדרות דוד המלך,EN,King David Avenue
שדרות דוד המלך/אלפעל,EN,David HaMelekh Boulevard/Elfa'l
שדרות דוד המלך/גלפנשטיין,EN,David HaMelekh Boulevard/Gelfenstein
שדרות דוד המלך/הגפן,EN,David HaMelekh Blvd/HaGefen
שדרות דוד המלך/הדודאים,EN,King David/HaDudaim
שדרות דוד המלך/הסיגלית,EN,David HaMelekh Boulevard/HaSigalit
שדרות דוד המלך/הרימון,EN,David HaMelekh Blvd/HaRimon
שדרות דוד המלך/השיירות,EN,David HaMelekh Blvd/HaShayarot
שדרות דוד המלך/השיקמה,EN,David HaMelech Boulevard/HaShikma
שדרות דוד המלך/השקמה,EN,King David Avenue/HaShikma
שדרות דוד המלך/התאנה,EN,David HaMelekh Boulevard/HaTe'ena
שדרות דוד המלך/זרובבל,EN,David HaMelekh Boulevard/Zerubavel
שדרות דוד המלך/חבצלת השרון,EN,King David Avenue/Chavatzelet HaSharon
שדרות דוד המלך/לאה גולדברג,EN,David HaMelekh Boulevard/Leah Goldberg
שדרות דוד המלך/מרכבות,EN,David HaMelech Boulevard/Merkavot
שדרות דוד המלך/סמדר,EN,David HaMelekh Blvd/Smadar
שדרות דוד המלך/עזרא,EN,David HaMelekh Boulevard/Ezra
שדרות דוד המלך/פרדס רימונים,EN,King David Avenue/Pardes Rimonim
שדרות דוד המלך/שדרות רחל אמנו,EN,David HaMelekh Blvd/Rahel Imenu Blvd
שדרות דוד המלך/תמר,EN,David HaMelekh Blvd/Tamar
שדרות דוד חכם/בנימין בן אסא,EN,David Haham Blvd/Binyamin Ben Asa
שדרות דוד חכם/שדרות בגצ כרמל,EN,David HaCham BLVD/Bagaz Carmel BLVD
שדרות דוד חכם/תחנה מרכזית,EN,David Haham Blvd/Central Station
שדרות דוד טוביהו/אסף שמחוני,EN,David Tuviyahu BLVD/Asaf Simkhoni
שדרות דוד טוביהו/בית אל,EN,David Tuviyahu BLVD/Bet El
שדרות דוד טוביהו/בכור שטרית,EN,David Tuviyahu BLVD/Bakhur Shitrit
שדרות דוד טוביהו/דרך מצדה,EN,David Tuviyahu BLVD/Derech Metsada
שדרות דוד טוביהו/הגאונים,EN,David Tuviyahu BLVD/HaGe'onim
שדרות דוד טוביהו/חיים נחמן ביאליק,EN,David Tuviyahu Blvd/Hayim Nahman Bialik
שדרות דוד טוביהו/לימונית,EN,David Tuviyahu Blvd/Limonit
שדרות דוד טוביהו/מוטה גור,EN,David Tuviyahu BLVD./Mota Gur
שדרות דוד טוביהו/משעול עופרים,EN,Sderot David Tuviyahu/Ofarim Trail
שדרות דוד טוביהו/סוקולוב,EN,David Tuviyahu BLVD./Sokolov
שדרות דוד טוביהו/סיני,EN,David Tuviyahu BLVD/Sinai
שדרות דוד טוביהו/עלי דיוויס,EN,David Tuviyahu Blvd/Ali Davis
שדרות דוד טוביהו/רחבת טבריה,EN,David Tuviyahu BLVD/Rehavat Tverya
שדרות דוד טוביהו/שאול המלך,EN,David Tuviyahu BLVD/Sha'ul HaMelech
שדרות דוד טוביהו/שומרון,EN,David Tuviyahu Blvd/Shomron
שדרות דוד טוביהו/שי עגנון,EN,Sderot David Tuviyahu/SY Agnon
שדרות דרום אפריקה/תגר עליזה,EN,South Africa Blvd/Tagar Aliza
שדרות דרך ארץ/התחדשות,EN,Derech Eretz Avenue/HaHitchadshut
שדרות דרך ארץ/שדרות ההגשמה,EN,Derekh Erets Blvd/HaHagshama Blvd
שדרות דרך ארץ/תנופה,EN,Derekh Erets Blvd/Tnufa
שדרות האביב/הבשמים,EN,Aviv Boulevard/HaBesamim
שדרות האגמים/שמורת נחל שניר,EN,Ha'Agamim Boulevard/Snir Stream Reserve
שדרות האדמו"ר מפיטסבורג/חפץ חיים,EN,Ha'Admor MiPittsburgh Boulevard/Hefets Hayim
שדרות האוניברסיטה העברית/קציר,EN,Hebrew University Boulevard/Katzir
שדרות האורנים/נתיב הארז,EN,HaOranim Boulevard/Netiv Ha'Erez
שדרות האורנים/נתיב הסחלב,EN,HaOranim Boulevard/Netiv HaSahlav
שדרות האורנים/תבור,EN,HaOranim Boulevard/Tavor
שדרות האחווה/יקינטון,EN,HaAhva Blvd/Yakinton
שדרות האחווה/לוטם,EN,HaAhva Blvd/Lotem
שדרות האחווה/שדרות דרך ארץ,EN,HaAhva Blvd/Derekh Erets Blvd
שדרות האחווה/תמר,EN,HaAhva Blvd/Tamar
שדרות האמוראים/זכריה הנביא,EN,HaAmora'im Blvd/Zekharya HaNavi
שדרות האמוראים/מערבי,EN,HaAmoraim Boulevard/West
שדרות האמוראים/פומפדיתא,EN,Amoraim Boulevard/Pumbedita
שדרות האמוראים/רב חנינא,EN,HaAmoraim Boulevard/Rav Hanina
שדרות האמוראים/רב חנן,EN,HaAmoraim Boulevard/Rav Hanan
שדרות האמוראים/רב מרי,EN,HaAmoraim Boulevard/Rav Mari
שדרות האמוראים/רב עולא,EN,HaAmora'im Blvd/Rav Ola
שדרות האמוראים/רבינא,EN,HaAmora'im Blvd/Ravina
שדרות האמוראים/תלמוד בבלי,EN,HaAmoraim Boulevard/Talmud Bavli
שדרות האמוראים/תלמוד ירושלמי,EN,HaAmoraim Boulevard/Talmud Yerushalmi
שדרות האמורים/רב אשי,EN,HaAmoraim Boulevard/Rav Ashi
שדרות האקליפטוס,EN,Eucalyptus Boulevard
שדרות הארבעה/ירושלים הבירה,EN,Ha'Arba'a Boulevard/Yerushalayim HaBira
שדרות הארזים/שדרות האורנים,EN,HaArazim Blvd/HaOranim Blvd
שדרות הארץ,EN,HaArets Blvd
שדרות הארץ/בית אל,EN,Ha'Arets Boulevard/Bet El
שדרות הארץ/גלעד,EN,Ha'Arets Boulevard/Gilad
שדרות הארץ/דרך הפרחים,EN,Ha'Arets Boulevard/HaPrahim Road
שדרות הארץ/השפלה,EN,Ha'Arets Boulevard/HaShfela
שדרות הארץ/שדרות הדקלים,EN,Ha'Arets Boulevard/HaDekalim Boulevard
שדרות האשה העבריה/זלדה שניאורסון,EN,HaIsha HaIvria Boulevard/Zelda Schneurson
שדרות האשה העבריה/רבקה אמנו,EN,HaIsha HaIvria Boulevard/Rivka Imeinu
שדרות האשה העבריה/שרה אהרונסון,EN,HaIsha HaIvria Boulevard/Sarah Aaronsohn
שדרות האשלים/דרך בית הבד,EN,HaAshalim Blvd/Bet HaBad Road
שדרות האשלים/הצבעוני,EN,Ashalim/Tsiv'oni
שדרות הבאבא סאלי/אלון,EN,HaBaba Sali Boulevard/Alon
שדרות הבאבא סאלי/דרך העצמאות,EN,HaBaba Sali Boulevard
שדרות הבאבא סאלי/מלחמת יום הכיפורים,EN,HaBaba Sali Boulevard/Milhemet Yom HaKippurim
שדרות הבאבא סאלי/שדרות ששת הימים,EN,Baba Sali Boulevard/Sheshet HaYamim Boulevard
שדרות הבוסתן/דרך המייסדים,EN,HaBustan Blvd/HaMeyasdim Road
שדרות הבנים,EN,HaBanim Boulevard
שדרות הבנים/האלה,EN,HaBanim Blvd/HaEla
שדרות הבנים/העצמאות,EN,HaBanim Boulevard/Ha'Atsma'ut
שדרות הבנים/השקד,EN,HaBanim Blvd/HaShaked
שדרות הבנים/יצחק נבון,EN,HaBanim Boulevard/Yitzhak Navon
שדרות הבנים/נוף העמק,EN,HaBanim Boulevard/Nof Ha'Emek
שדרות הבנים/עזר ויצמן,EN,HaBanim Boulevard/Ezer Weizman
שדרות הבנים/שד' שאול עמור,EN,HaBanim Avenue/Shaul Amor Avenue
שדרות הבנים/תדהר,EN,HaBanim Boulevard/Tidhar
שדרות הבעשט/שדרות חבד,EN,HaBesht Blvd/Habad Blvd
שדרות הבעשט/שדרות ירושלים,EN,HaBesht Blvd/Yerushalayim Blvd
שדרות הגעתון/גולומב,EN,HaGaaton Boulevard/Golomb
שדרות הגעתון/דוד רמז,EN,HaGe'aton Avenue/David Remez
שדרות הגעתון/וייצמן,EN,HaGe'aton Avenue/Weizman
שדרות הגעתון/עזריאל ריציק,EN,HaGaaton Boulevard/Azriel Ritsick
שדרות הדקלים/562,EN,HaDekalim Boulevard/562
שדרות הדקלים/הורדים,EN,HaDekalim Boulevard/HaVradim
שדרות הדקלים/הזית,EN,HaDekalim Blvd./HaZayit
שדרות הדקלים/המסילה,EN,HaDekalim Boulevard/HaMessila
שדרות הדקלים/ורד,EN,HaDekalim Boulevard/Vered
שדרות הדקלים/רקפת,EN,HaDekalim Boulevard/Rakefet
שדרות הדקלים/שדרות הארץ,EN,HaDekalim Boulevard/HaAretz Boulevard
שדרות ההגשמה/חברותא,EN,HaHagshama/Hevruta
שדרות ההגשמה/יקינטון,EN,HaHagshama Blvd/Yakinton
שדרות ההגשמה/לוטם,EN,HaHagshama Blvd/Lotem
שדרות ההגשמה/סביון,EN,HaHagshama Blvd/Savyon
שדרות ההסתדרות/אריה שנקר,EN,HaHistadrut Boulevard/Arye Shenkar
שדרות ההסתדרות/יצחק בן צבי,EN,HaHistadrut Boulevard/Yitshak Ben Tsvi
שדרות ההסתדרות/צומת הקריות,EN,HaHistadrut Boulevard/HaKrayot Junction
שדרות הורדים/ציפורן,EN,HaVradim Boulevard/Tsiporen
שדרות הורדים/רקפת,EN,HaVradim Boulevard/Rakefet
שדרות הזית/שדרות התאנה,EN,HaZayit Boulevard/HaTe'ena Boulevard
שדרות הזיתים/הגפן,EN,HaZetim Blvd/HaGefen
שדרות הזיתים/ההרים,EN,HaZeitim Boulevard/HaHarim
שדרות החברה הכלכלית/חרובית,EN,HaHevra HaKalkalit Boulevard/Haruvit
שדרות החברה הכלכלית/נביעות,EN,HaHevra HaKalkalit Boulevard/Neviot
שדרות החוצבים,EN,HaHotsvim Blvd
שדרות החוצבים/המגרסות,EN,HaHotzvim Ave./HaMagresot
שדרות החוצבים/מצפה הבירה,EN,HaHotsvim Boulevard/HaBira Lookout
שדרות החוצבים/שבע אחיות,EN,HaHotsvim Boulevard/Sheva Ahayot
שדרות החרוב/השיטה,EN,HaHaruv Boulevard/HaShita
שדרות החשמונאים,EN,HaHashmona'im Boulevard
שדרות החשמונאים/דם המכבים,EN,HaHashmona'im Boulevard/Dam HaMaccabim
שדרות החשמונאים/זכריה הנביא,EN,HaHashmonaim Boulevard/Zecharia HaNavi
שדרות החשמונאים/לב העיר,EN,HaHashmona'im Blvd/Lev Ha'Ir
שדרות החשמונאים/עמק בית שאן,EN,HaHashmona'im Boulevard/Emek Bet She'an
שדרות החשמונאים/צוקית,EN,HaHashmonaim Boulevard/Tzukit
שדרות היובל/האורנים,EN,HaYovel Boulevard/HaOranim
שדרות היובל/העצמאות,EN,HaYovel Boulevard/Ha'Atsma'ut
שדרות היובל/כל ישראל חברים,EN,HaYovel Avenue/Kol Israel Haverim
שדרות היובל/נחלת יהודה,EN,HaYovel Boulevard/Nachlat Yehuda
שדרות היובל/פינסקר,EN,HaYovel Boulevard/Pinsker
שדרות היוגב,EN,HaYogev Blvd.
שדרות היוגב/מגל,EN,HaYogev Boulevard/Magal
שדרות היוגב/מורג,EN,HaYogev Boulevard/Morag
שדרות המאירי/קריית משה,EN,HeMeiri Boulevard/Kiryat Moshe
שדרות המגינים,EN,HaMeginim Boulevard
שדרות המוזיאונים/אליעזר קפלן,EN,HaMuze'onim Boulevard/Eliezer Kaplan
שדרות המייסדים/דרך השדות,EN,HaMeyasdim Boulevard/HaSadot Road
שדרות המייסדים/שדרות הכורמים,EN,HaMeyasdim Boulevard/HaKormim Boulevard
שדרות המייסדים/שדרות עובד בן עמי,EN,HaMeyasdim Boulevard/Oved Ben Ami Boulevard
שדרות המכבים/דרך פלד,EN,HaMaccabim Boulevard/Peled Road
שדרות המלאכות/האופה,EN,HaMelakhot/HaOfe
שדרות המלאכות/החרט,EN,HaMelakhot Blvd/HaHarat
שדרות הנשיא,EN,HaNassi Boulevard
שדרות הנשיא בן צבי/הנגב,EN,HaNassi Ben Tsvi Boulevard/HaNegev
שדרות הנשיא בן צבי/מכבי אש,EN,HaNassi Ben Tsvi Boulevard/Fire Fighters
שדרות הנשיא הרצוג/אודם,EN,Sderot Hanasi Herzog/Odem
שדרות הנשיא הרצוג/ספיר,EN,HaNassi Herzog Boulevard/Sapir
שדרות הנשיא הרצוג/שוהם,EN,HaNassi Herzog Boulevard/Shoham
שדרות הנשיא הרצוג/שלמה שרירא,EN,HaNassi Herzog Boulevard/Shlomo Shrira
שדרות הנשיא הרצוג/תובל,EN,Sderot Hanasi Herzog/Tuval
שדרות הנשיא וייצמן/האורגים,EN,HaNasi Weizmann Boulevard/HaOrgim
שדרות הנשיא וייצמן/ז'בוטינסקי,EN,HaNasi Weizmann Boulevard/Jabotinsky
שדרות הנשיא וייצמן/רוטשילד,EN,HaNasi Weizmann Blvd/Rothschild
שדרות הנשיא טרומן/שדרות מח"ל,EN,HaNasi Truman Boulevard/Mahal Boulevard
שדרות הסנהדרין/הדרור,EN,HaSanhedrin Boulevard/HaDror
שדרות הסנהדרין/שדרות העצמאות,EN,HaSanhedrin Boulevard/Ha'Atsma'ut Boulevard
שדרות העומר/התמר,EN,HaOmer BLVD/Hatamar
שדרות העמק/הכרמים,EN,Ha'Emek/HaKarmim
שדרות העמק/התאנה,EN,Ha'Emek Boulevard/HaTe'ena
שדרות העמק/עונות השנה,EN,Ha'Emek/Onot HaShana
שדרות העצמאות,EN,Ha'Atsma'ut Boulevard
שדרות העצמאות/אהרון חג'ג',EN,HaAtzamaut Boulevard/Aharon Hajaj
שדרות העצמאות/הנשיאים,EN,Ha'Atsma'ut Boulevard/HaNessi'im
שדרות העצמאות/הסהנדרין,EN,Ha'Atsma'ut Boulevard/HaSanhedrin
שדרות העצמאות/הרב עוזיאל,EN,HaAtsma'ut Blvd/HaRav Uziel
שדרות העצמאות/משעול הדובדבן,EN,Ha'Atsma'ut Boulevard/HaDuvdevan Alley
שדרות העצמאות/סוקולוב,EN,Ha'atzmaut Avenue/Sokolov
שדרות העצמאות/רוטשילד,EN,Ha'Atsma'ut Boulevard/Rothschild
שדרות העצמאות/שדרות דואני,EN,Ha'Atsma'ut Boulevard/Du'ani Boulevard
שדרות הערים התאומות/ליאו פיקרד,EN,Ha'Arim HaTe'omot Boulevard/Leo Picard
שדרות הערים התאומות/נחום סנה,EN,HeArim HaTe'omot BLVD/Nahum Sne
שדרות הערים התאומות/פרופסור שמשון עמיצור,EN,HaArim HaTe'omot Boulevard/Professor Shimshon Amitzur
שדרות הערים התאומות/רוברטו בקי,EN,HeArim HaTe'omot Blvd/Roberto Baki
שדרות הערים התאומות/רש"ל,EN,HeArim HaTe'omot BLVD/Rashal
שדרות הפלמ"ח/שדרות ירושלים,EN,HaPalmach Boulevard/Yerushalayim Boulevard
שדרות הפלמח/חטיבת כרמלי,EN,HaPalmach Boulevard/Hativat Carmeli
שדרות הפרחים/הכלנית,EN,HaPrahim Boulevard/Hakalanit
שדרות הציונות,EN,HaZionut Boulevard
שדרות הציונות/א טגראי,EN,HaTsiyonut Boulevard/A-Tugrai
שדרות הציונות/אדמונד דה רוטשילד,EN,HaTsiyonut Blvd/Edmond de Rothschild
שדרות הציונות/אהרון חייבי,EN,HaZionut Boulevard/Aharon Hayavi
שדרות הציונות/אורים,EN,HaZionut Boulevard/Urim
שדרות הציונות/אלימלך צמיר,EN,HaZionut Boulevard/Elimelech Tzamir
שדרות הציונות/אריאל שרון,EN,HaZionut Boulevard/Ariel Sharon
שדרות הציונות/אריה תגר,EN,HaZionut Boulevard/Arie Tagar Boulevard
שדרות הציונות/גשר החיים,EN,Hatsiyyonut Boulevard/Gesher HaHayim
שדרות הציונות/דרך המכבים,EN,HaTsiyonut Blvd/HaMakabim Road
שדרות הציונות/הבעל שם טוב,EN,HaTsiyonut Boulevard/HaBa'al Shem Tov
שדרות הציונות/הנגב,EN,HaZionut Boulevard/HaNegev
שדרות הציונות/הנמל,EN,HaZionut Boulevard/HaNamal
שדרות הציונות/הסיפון,EN,HaZionut Boulevard/HaSipun
שדרות הציונות/העצמאות,EN,HaTsiyonut Boulevard/Ha'Atsma'ut
שדרות הציונות/השומר,EN,HaTsiyonut Boulevard/HaShomer
שדרות הציונות/ח'ורי,EN,HaTsiyonut Blvd/Huri
שדרות הציונות/חצרים,EN,HaZionut Boulevard/Hatzerim
שדרות הציונות/סמדר,EN,HaTsiyonut Blvd/Smadar
שדרות הציונות/סנט לוקס,EN,HaTsiyonut Blvd/Saint Lucas
שדרות הציונות/שדרות הרצל,EN,HaZionut Boulevard/Herzl Boulevard
שדרות הציונות/שדרות קדש,EN,HaTsiyonut Blvd/Kadesh Blvd
שדרות הציונות/שחאדה,EN,HaTsiyonut Blvd/Sh'hade
שדרות הצנחנים/אנצו סירני,EN,HaTsanhanim Blvd/Enzo Sereni
שדרות הצנחנים/גלזמן,EN,HaTsanhanim BLVD/Glazman
שדרות הקוצר/מורד הנחל,EN,HaKotser Boulevard/Morad HaNahal
שדרות הקיבוצים/הרצל,EN,HaKibbutzim Boulevard/Herzl
שדרות הקיבוצים/מבצע ליטני,EN,HaKibbutzim Boulevard/Mivtsa Litani
שדרות הקיבוצים/צבי אפל,EN,HaKibbutzim Blvd./Zvi Appel
שדרות הר ציון/דרך קיבוץ גלויות,EN,Har Zion Boulevard/Kibbutz Galuyot Road
שדרות הר ציון/שדרות חכמי ישראל,EN,Har Tsion BLVD/Sderot Hahmei Israel
שדרות הראשונים/דרך השדות,EN,HaRishonim Boulevard/HaSadot Road
שדרות הראשונים/שדרות העצמאו,EN,HaRishonim Boulevard/Ha'Atsma'ut Boulevard
שדרות הרב אליהו כ"ץ/שדרות הצנחנים,EN,HaRav Eliyahu Katz BLVD./HaTsanhanim BLVD
שדרות הרב הרצג/כביש 3855,EN,HaRav Herzog Boulevard/Road 3855
שדרות הרב הרצוג/מעפילי אגוז,EN,HaRav Herzog Boulevard/Maapilei Egoz
שדרות הרב הרצוג/רבי יוסי בן קיסמא,EN,HaRav Herzog Blvd/Rabi Yossi Ben Kisma
שדרות הרב הרצוג/שדרות לוי אשכול,EN,HaRav Herzog Boulevard/Levi Eshkol Boulevard
שדרות הרב הרצוג/שדרות נהר הירדן,EN,HaRav Herzog Boulevard/Nahar HaYarden Boulevard
שדרות הרב מישאל דהאן/אפרים לרון,EN,HaRav Michael Dahan Blvd/Efrayim Laron
שדרות הרב מישאל דהאן/הנשיא הרצוג,EN,Ha-Rav Misha'el Dahan/Ha-Nasi Herzog
שדרות הרב עובדיה יוסף/שדרות יחד שבטי ישראל,EN,HaRav Ovadia Yosef Boulevard/Yahad Shivtei Israel Boulevard
שדרות הרי יהודה א,EN,Harei Yehuda Boulevard A
שדרות הרי יהודה/דוכיפת,EN,Harei Yehuda Boulevard/Dukhifat
שדרות הרי יהודה/יסמין,EN,Hare Yehuda Boulevard/Yasmin
שדרות הרי יהודה/כביש 375,EN,Harei Yehuda Blvd./Road 375
שדרות הרי יהודה/רכסים,EN,Harei Yehuda Boulevard/Rekhasim
שדרות הרי יהודה/שלמון,EN,Harei Yehuda Boulevard/Shalmon
שדרות הרכס/הזריחה,EN,HaReches Avenue/HaZricha
שדרות הרכס/החורש,EN,HaReches Boulevard/HaHoresh
שדרות הרכס/היער,EN,HaReches Boulevard/HaYaar
שדרות הרכס/הצמיחה,EN,HaReches Boulevard/HaTzmiha
שדרות הרכס/יהודה המכבי,EN,HaReches Boulevard/Yehuda HaMaccabi
שדרות הרצל,EN,Herzl Boulevard
שדרות הרצל /אהרון בן יוסף,EN,Herzl Boulevard/Aharon Ben Yosef
שדרות הרצל/אהובה עוזרי,EN,Herzl Boulevard/Naomi Shemer
שדרות הרצל/אנגל,EN,Herzl Boulevard/Engel
שדרות הרצל/גיבורי ישראל,EN,Herzl Boulevard/Gibore Israel
שדרות הרצל/דבורה עומר,EN,Herzl Boulevard/Dvora Omer
שדרות הרצל/דוד רזיאל,EN,Herzl Blvd/David Raziel
שדרות הרצל/דליה רביקוביץ,EN,Herzl Boulevard/Dahlia Ravikovitch
שדרות הרצל/דני מס,EN,Herzl Blvd/Dani Mass
שדרות הרצל/האלון,EN,Sderot Herzl/Ha'alon
שדרות הרצל/הגדוד העברי,EN,Herzl Boulevard/HaGdud HaIvri
שדרות הרצל/החיד"א,EN,Herzl Boulevard/HaHida
שדרות הרצל/החלוצים,EN,Herzl Blvd/HaHalutsim
שדרות הרצל/המלאכה,EN,Herzl Boulevard/Hamelaha
